Year,Year ending,Local Government Area,Location Division,Location Subdivision,Location Group,Incidents Recorded
2011,September,Swan Hill,3 Other,38 Recreational,386 Other Rec./Sports,4
2011,September,Swan Hill,3 Other,39 Other location,392 Other Location (Not Elsewhere),16
2011,September,Swan Hill,3 Other,39 Other location,393 Construction Site,1
2011,September,Towong,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,1
2011,September,Towong,1 Residential,11 Dwelling - private,112 House,34
2011,September,Towong,1 Residential,11 Dwelling - private,113 Bungalow,1
2011,September,Towong,1 Residential,11 Dwelling - private,114 Caravan/Mobile Home,3
2011,September,Towong,1 Residential,12 Dwelling  - non-private,125 Hotel/Motel,2
2011,September,Towong,1 Residential,12 Dwelling  - non-private,126 Other Dwelling,1
2011,September,Towong,1 Residential,13 Grounds/surrounding land,132 Backyard,2
2011,September,Towong,1 Residential,13 Grounds/surrounding land,133 Frontyard,7
2011,September,Towong,1 Residential,13 Grounds/surrounding land,134 Garage,2
2011,September,Towong,1 Residential,13 Grounds/surrounding land,135 Shed,3
2011,September,Towong,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),1
2011,September,Towong,2 Community,21 Education,211 School,1
2011,September,Towong,2 Community,24 Public Transport,245 Bus/Bus Stop,1
2011,September,Towong,2 Community,24 Public Transport,249 Taxi,1
2011,September,Towong,2 Community,25 Other Transport,251 Private Car,1
2011,September,Towong,2 Community,26 Justice,261 Police Station,1
2011,September,Towong,2 Community,26 Justice,262 Court,1
2011,September,Towong,2 Community,27 Open Space,271 Parkland/Reserve,10
2011,September,Towong,2 Community,27 Open Space,272 Rural,1
2011,September,Towong,2 Community,27 Open Space,275 Other Open Space,3
2011,September,Towong,2 Community,28 Street/footpath,281 Street/Lane/Footpath,42
2011,September,Towong,3 Other,33 Retail,3311 Restaurant/Fastfood,3
2011,September,Towong,3 Other,33 Retail,3312 Other Retail,2
2011,September,Towong,3 Other,36 Manufacturing,362 Any Manufacturing,1
2011,September,Towong,3 Other,37 Agricultural,371 Farmland/Agricultural,4
2011,September,Towong,3 Other,37 Agricultural,373 Other Agricultural,1
2011,September,Towong,3 Other,38 Recreational,381 Licenced Premises,5
2011,September,Towong,3 Other,38 Recreational,384 Sport Area/Facility,4
2011,September,Towong,3 Other,39 Other location,392 Other Location (Not Elsewhere),4
2011,September,Wangaratta,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,20
2011,September,Wangaratta,1 Residential,11 Dwelling - private,112 House,293
2011,September,Wangaratta,1 Residential,11 Dwelling - private,113 Bungalow,1
2011,September,Wangaratta,1 Residential,11 Dwelling - private,114 Caravan/Mobile Home,3
2011,September,Wangaratta,1 Residential,11 Dwelling - private,116 Ministry Of Housing,5
2011,September,Wangaratta,1 Residential,12 Dwelling  - non-private,124 Nursing Home,2
2011,September,Wangaratta,1 Residential,12 Dwelling  - non-private,125 Hotel/Motel,15
2011,September,Wangaratta,1 Residential,12 Dwelling  - non-private,126 Other Dwelling,1
2011,September,Wangaratta,1 Residential,13 Grounds/surrounding land,132 Backyard,13
2011,September,Wangaratta,1 Residential,13 Grounds/surrounding land,133 Frontyard,76
2011,September,Wangaratta,1 Residential,13 Grounds/surrounding land,134 Garage,12
2011,September,Wangaratta,1 Residential,13 Grounds/surrounding land,135 Shed,10
2011,September,Wangaratta,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),12
2011,September,Wangaratta,2 Community,21 Education,211 School,37
2011,September,Wangaratta,2 Community,21 Education,212 School Grounds,14
2011,September,Wangaratta,2 Community,21 Education,213 Other Educational,8
2011,September,Wangaratta,2 Community,22 Health,221 Hospital,7
2011,September,Wangaratta,2 Community,22 Health,222 Medical Centre,1
2011,September,Wangaratta,2 Community,22 Health,223 Dental,1
2011,September,Wangaratta,2 Community,22 Health,224 Other Health,2
2011,September,Wangaratta,2 Community,23 Religious,231 Church,3
2011,September,Wangaratta,2 Community,23 Religious,232 Other religious,1
2011,September,Wangaratta,2 Community,24 Public Transport,242 Train Station,7
2011,September,Wangaratta,2 Community,24 Public Transport,243 Railway Carpark,1
2011,September,Wangaratta,2 Community,24 Public Transport,245 Bus/Bus Stop,1
2011,September,Wangaratta,2 Community,24 Public Transport,247 Freight Yard,1
2011,September,Wangaratta,2 Community,25 Other Transport,251 Private Car,5
2011,September,Wangaratta,2 Community,25 Other Transport,253 Boat,1
2011,September,Wangaratta,2 Community,25 Other Transport,255 Carpark (Single Level),44
2011,September,Wangaratta,2 Community,25 Other Transport,257 Other Transport Type/Area,2
2011,September,Wangaratta,2 Community,26 Justice,261 Police Station,14
2011,September,Wangaratta,2 Community,26 Justice,262 Court,23
2011,September,Wangaratta,2 Community,27 Open Space,271 Parkland/Reserve,19
2011,September,Wangaratta,2 Community,27 Open Space,272 Rural,1
2011,September,Wangaratta,2 Community,27 Open Space,273 Vacant Block,1
2011,September,Wangaratta,2 Community,27 Open Space,275 Other Open Space,4
2011,September,Wangaratta,2 Community,28 Street/footpath,281 Street/Lane/Footpath,507
2011,September,Wangaratta,2 Community,29 Other community location,292 Civic Centre,1
2011,September,Wangaratta,3 Other,31 Admin/professional,311 Business Office,16
2011,September,Wangaratta,3 Other,31 Admin/professional,312 Other Admin/Professional,5
2011,September,Wangaratta,3 Other,32 Financial,321 Bank,4
2011,September,Wangaratta,3 Other,33 Retail,331 Chemist/Pharmacy,2
2011,September,Wangaratta,3 Other,33 Retail,3310 24Hr Convenience,3
2011,September,Wangaratta,3 Other,33 Retail,3311 Restaurant/Fastfood,26
2011,September,Wangaratta,3 Other,33 Retail,3312 Other Retail,86
2011,September,Wangaratta,3 Other,33 Retail,332 Service Station,52
2011,September,Wangaratta,3 Other,33 Retail,334 2nd Hand Dealer,1
2011,September,Wangaratta,3 Other,33 Retail,335 Supermarket,27
2011,September,Wangaratta,3 Other,33 Retail,336 Department Store,44
2011,September,Wangaratta,3 Other,33 Retail,338 Car Sales Yard,1
2011,September,Wangaratta,3 Other,33 Retail,339 Milkbar,1
2011,September,Wangaratta,3 Other,34 Wholesale,341 Any Wholesale,1
2011,September,Wangaratta,3 Other,35 Warehousing/storage,351 Warehousing/Storage,5
2011,September,Wangaratta,3 Other,36 Manufacturing,361 Factory,1
2011,September,Wangaratta,3 Other,36 Manufacturing,362 Any Manufacturing,4
2011,September,Wangaratta,3 Other,37 Agricultural,371 Farmland/Agricultural,16
2011,September,Wangaratta,3 Other,37 Agricultural,373 Other Agricultural,1
2011,September,Wangaratta,3 Other,38 Recreational,381 Licenced Premises,22
2011,September,Wangaratta,3 Other,38 Recreational,384 Sport Area/Facility,16
2011,September,Wangaratta,3 Other,38 Recreational,386 Other Rec./Sports,11
2011,September,Wangaratta,3 Other,39 Other location,392 Other Location (Not Elsewhere),23
2011,September,Wangaratta,3 Other,39 Other location,393 Construction Site,3
2011,September,Warrnambool,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,62
2011,September,Warrnambool,1 Residential,11 Dwelling - private,112 House,349
2011,September,Warrnambool,1 Residential,11 Dwelling - private,114 Caravan/Mobile Home,15
2011,September,Warrnambool,1 Residential,11 Dwelling - private,116 Ministry Of Housing,13
2011,September,Warrnambool,1 Residential,12 Dwelling  - non-private,122 Holiday Home,2
2011,September,Warrnambool,1 Residential,12 Dwelling  - non-private,124 Nursing Home,2
2011,September,Warrnambool,1 Residential,12 Dwelling  - non-private,125 Hotel/Motel,26
2011,September,Warrnambool,1 Residential,12 Dwelling  - non-private,126 Other Dwelling,3
2011,September,Warrnambool,1 Residential,13 Grounds/surrounding land,131 Clothesline/Laundry,1
2011,September,Warrnambool,1 Residential,13 Grounds/surrounding land,132 Backyard,23
2011,September,Warrnambool,1 Residential,13 Grounds/surrounding land,133 Frontyard,151
2011,September,Warrnambool,1 Residential,13 Grounds/surrounding land,134 Garage,28
2011,September,Warrnambool,1 Residential,13 Grounds/surrounding land,135 Shed,7
2011,September,Warrnambool,1 Residential,13 Grounds/surrounding land,136 Premises Under Construction,8
2011,September,Warrnambool,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),8
2011,September,Warrnambool,2 Community,21 Education,211 School,26
2011,September,Warrnambool,2 Community,21 Education,212 School Grounds,12
2011,September,Warrnambool,2 Community,21 Education,213 Other Educational,3
2011,September,Warrnambool,2 Community,22 Health,221 Hospital,9
2011,September,Warrnambool,2 Community,22 Health,222 Medical Centre,6
2011,September,Warrnambool,2 Community,22 Health,223 Dental,1
2011,September,Warrnambool,2 Community,22 Health,224 Other Health,2
2011,September,Warrnambool,2 Community,23 Religious,231 Church,7
2011,September,Warrnambool,2 Community,24 Public Transport,241 Train,1
2011,September,Warrnambool,2 Community,24 Public Transport,242 Train Station,2
2011,September,Warrnambool,2 Community,24 Public Transport,245 Bus/Bus Stop,1
2011,September,Warrnambool,2 Community,25 Other Transport,251 Private Car,6
2011,September,Warrnambool,2 Community,25 Other Transport,253 Boat,1
2011,September,Warrnambool,2 Community,25 Other Transport,255 Carpark (Single Level),52
2011,September,Warrnambool,2 Community,25 Other Transport,256 Carpark (Multi Level),2
2011,September,Warrnambool,2 Community,26 Justice,261 Police Station,20
2011,September,Warrnambool,2 Community,26 Justice,262 Court,20
2011,September,Warrnambool,2 Community,26 Justice,265 Other Justice Facility,1
2011,September,Warrnambool,2 Community,27 Open Space,271 Parkland/Reserve,36
2011,September,Warrnambool,2 Community,27 Open Space,272 Rural,1
2011,September,Warrnambool,2 Community,27 Open Space,274 Beach Foreshore,3
2011,September,Warrnambool,2 Community,27 Open Space,275 Other Open Space,6
2011,September,Warrnambool,2 Community,27 Open Space,276 Beach Car Park,3
2011,September,Warrnambool,2 Community,28 Street/footpath,281 Street/Lane/Footpath,405
2011,September,Warrnambool,2 Community,29 Other community location,292 Civic Centre,2
2011,September,Warrnambool,3 Other,31 Admin/professional,311 Business Office,23
2011,September,Warrnambool,3 Other,31 Admin/professional,312 Other Admin/Professional,1
2011,September,Warrnambool,3 Other,32 Financial,321 Bank,4
2011,September,Warrnambool,3 Other,32 Financial,323 ATM/Eftpos,1
2011,September,Warrnambool,3 Other,32 Financial,324 Other Financial,1
2011,September,Warrnambool,3 Other,33 Retail,331 Chemist/Pharmacy,7
2011,September,Warrnambool,3 Other,33 Retail,3310 24Hr Convenience,1
2011,September,Warrnambool,3 Other,33 Retail,3311 Restaurant/Fastfood,33
2011,September,Warrnambool,3 Other,33 Retail,3312 Other Retail,76
2011,September,Warrnambool,3 Other,33 Retail,332 Service Station,16
2011,September,Warrnambool,3 Other,33 Retail,333 Jeweller,2
2011,September,Warrnambool,3 Other,33 Retail,334 2nd Hand Dealer,5
2011,September,Warrnambool,3 Other,33 Retail,335 Supermarket,21
2011,September,Warrnambool,3 Other,33 Retail,336 Department Store,12
2011,September,Warrnambool,3 Other,33 Retail,337 Shopping Complex,8
2011,September,Warrnambool,3 Other,33 Retail,338 Car Sales Yard,6
2011,September,Warrnambool,3 Other,33 Retail,339 Milkbar,4
2011,September,Warrnambool,3 Other,34 Wholesale,341 Any Wholesale,1
2011,September,Warrnambool,3 Other,35 Warehousing/storage,351 Warehousing/Storage,5
2011,September,Warrnambool,3 Other,36 Manufacturing,361 Factory,2
2011,September,Warrnambool,3 Other,36 Manufacturing,362 Any Manufacturing,1
2011,September,Warrnambool,3 Other,37 Agricultural,371 Farmland/Agricultural,2
2011,September,Warrnambool,3 Other,37 Agricultural,373 Other Agricultural,2
2011,September,Warrnambool,3 Other,38 Recreational,381 Licenced Premises,54
